 calls=        1000 f/ubound   1.0440840588792839     
 calls=        1263 f/ubound   1.4359003420931293     
 calls=        1969 f/ubound   1.4994538233130050     
 calls=        2119 f/ubound   1.2301103181653166     
 calls=        2599 f/ubound   2.4501725899032962     
 calls=        3122 f/ubound   1.2766195664938924     
 calls=        3383 f/ubound   1.1025166966598490     
 calls=        3457 f/ubound   1.3745890136749168     
 calls=        3790 f/ubound   1.2974243353484032     
 calls=        4464 f/ubound   1.8330033554065039     
 calls=        5384 f/ubound   1.0211959291558736     
 calls=        6133 f/ubound   1.2966346505176822     
 calls=        6500 f/ubound   5.7318770794568570     
 calls=        6867 f/ubound   1.2227472799371195     
 calls=        8047 f/ubound   2.8032519889676033     
 calls=        8214 f/ubound   1.3281144040072179     
 calls=        8328 f/ubound   1.0723653537139375     
 calls=        8332 f/ubound   1.5159511690430745     
 calls=        8438 f/ubound   2.2694627009152053     
 calls=        8778 f/ubound   1.0300793136025701     
 calls=        9153 f/ubound   1.4002247946217155     
 calls=        9695 f/ubound   1.0548758684070612     
 calls=       10003 f/ubound   1.3435818749033155     
 calls=       10768 f/ubound   1.0639824559493709     
 calls=       10837 f/ubound   2.3640659665608212     
 calls=       11357 f/ubound   1.0915412072981729     
 calls=       11521 f/ubound   1.1104075962267139     
 calls=       11603 f/ubound   1.4083459480595009     
 calls=       12034 f/ubound   1.4023459056184981     
 calls=       12362 f/ubound   1.8440934597199239     
 calls=       12614 f/ubound   1.4356285451658568     
 calls=       13375 f/ubound   1.9093483822791990     
 calls=       13883 f/ubound   1.0383623348028552     
 calls=       14423 f/ubound   1.2796704488975374     
 calls=       15637 f/ubound   1.8565727581313118     
 calls=       15760 f/ubound   1.2794330719822506     
 calls=       15762 f/ubound   1.0697833519283815     
 calls=       16142 f/ubound   1.1210211910147700     
 calls=       16283 f/ubound   1.0297264942151116     
 calls=       16356 f/ubound   3.2724987785583686     
 calls=       16448 f/ubound   1.2611678702194216     
 calls=       16817 f/ubound   1.1462031300820863     
 calls=       17225 f/ubound   1.5680891208804770     
 calls=       17451 f/ubound   1.3390390275419599     
 calls=       17893 f/ubound   1.3228395145375007     
 calls=       19254 f/ubound   1.0189459568778856     
 calls=       19395 f/ubound   2.5170230145100851     
 calls=       19654 f/ubound   2.1476581138645776     
 calls=       19739 f/ubound   1.0899333038077059     
 calls=       19750 f/ubound   1.4318455144895548     
 calls=       20076 f/ubound   1.1519245920187524     
 calls=       20719 f/ubound   1.0085769795005177     
 calls=       20976 f/ubound   1.0358717178364816     
 calls=       21533 f/ubound   1.1052535769612837     
 calls=       22778 f/ubound   1.1665139157973716     
 calls=       23367 f/ubound   1.5047611618102568     
 calls=       23876 f/ubound   1.3266531938747410     
