 calls=         581 f/ubound   1.4637883292552230     
 calls=         833 f/ubound   1.1914649962686243     
 calls=        1006 f/ubound   1.0009747326300567     
 calls=        1502 f/ubound   1.1634019467526786     
 calls=        1858 f/ubound   1.1249931485498152     
 calls=        1876 f/ubound   1.2094706160346982     
 calls=        2640 f/ubound   1.4221357720367980     
 calls=        2660 f/ubound   1.1024118153555487     
 calls=        3401 f/ubound   1.2653132785142198     
 calls=        4060 f/ubound   1.1428157950678142     
 calls=        5027 f/ubound   1.2829931031778883     
 calls=        5515 f/ubound   1.0991317011177333     
 calls=        5525 f/ubound   1.2749853517132326     
 calls=        6121 f/ubound   1.0683844648263763     
 calls=        6333 f/ubound   1.1041338084651171     
 calls=        6648 f/ubound   1.2755735725924395     
 calls=        6796 f/ubound   1.3611425367655068     
 calls=        7455 f/ubound   1.0375506015894767     
 calls=        7682 f/ubound   1.4217710003531769     
 calls=        8022 f/ubound   1.0585725874546668     
 calls=        8184 f/ubound   1.3346326469421859     
 calls=        8858 f/ubound   1.4834786076116255     
 calls=        9244 f/ubound   1.1206300436680554     
 calls=        9847 f/ubound   1.1458933149194954     
 calls=        9872 f/ubound   1.1149370232924343     
 calls=       10414 f/ubound   1.7730958215666619     
 calls=       11136 f/ubound   1.2293324625015982     
 calls=       11369 f/ubound   1.0368323622884643     
 calls=       11532 f/ubound   1.8345990621122301     
