 calls=          25 f/ubound   1.0887825818798287     
 calls=         183 f/ubound   1.4722288913699544     
 calls=         224 f/ubound   1.2053839525862997     
 calls=         323 f/ubound   1.1657072124043801     
 calls=        1120 f/ubound   1.5048557860557468     
 calls=        1239 f/ubound   1.2765629471718667     
 calls=        1952 f/ubound   1.0770897063751037     
 calls=        2126 f/ubound   2.1768389244911126     
 calls=        3116 f/ubound   1.3090778476013751     
 calls=        4433 f/ubound   1.0454549284950825     
 calls=        4612 f/ubound   1.0031137490985842     
 calls=        4767 f/ubound   1.0250518416033862     
 calls=        4830 f/ubound   1.2365922006109829     
 calls=        5396 f/ubound   1.0569767538847028     
 calls=        5698 f/ubound   1.1124335242393855     
 calls=        5906 f/ubound   1.2534456852126421     
 calls=        6755 f/ubound   1.0604244980249420     
 calls=        6972 f/ubound   1.4261978910491040     
 calls=        7125 f/ubound   1.0700776847281244     
 calls=        7196 f/ubound   1.5996224122968818     
 calls=        7461 f/ubound   1.0063098212727577     
 calls=        7823 f/ubound   1.0200969335165972     
 calls=        8496 f/ubound   1.0372531730434864     
 calls=        8630 f/ubound   1.5856128931156608     
 calls=        9058 f/ubound   1.5164256450762883     
 calls=        9281 f/ubound   1.1598340960650426     
 calls=        9341 f/ubound   1.1968439258116306     
 calls=        9347 f/ubound   1.4228995202927557     
 calls=       10592 f/ubound   1.1511144877548147     
 calls=       10611 f/ubound   1.1425388081967807     
 calls=       10868 f/ubound   1.1411649470844689     
 calls=       10978 f/ubound   1.2455932984994542     
 calls=       11457 f/ubound   1.4409963879748993     
 calls=       11617 f/ubound   2.0564813826806478     
 calls=       11699 f/ubound   3.1911412544175963     
 calls=       11972 f/ubound   1.3993004301115695     
 calls=       12185 f/ubound   1.0862713331346927     
 calls=       12199 f/ubound   1.6642209383774478     
 calls=       12313 f/ubound   1.3632393657392456     
 calls=       12434 f/ubound   1.0123483382139473     
 calls=       12784 f/ubound   1.3865339960023793     
 calls=       13590 f/ubound   1.0981659473978638     
 calls=       13747 f/ubound   1.6193152071206567     
 calls=       14826 f/ubound   1.2949143932964964     
 calls=       14908 f/ubound   1.6411340178423717     
 calls=       15032 f/ubound   1.0418439909516239     
 calls=       15114 f/ubound   1.0097742026870700     
 calls=       15594 f/ubound   2.6337922065526951     
 calls=       15814 f/ubound   1.3594788852446205     
 calls=       15870 f/ubound   1.4970302486529363     
 calls=       16756 f/ubound   1.3973127046149876     
 calls=       16984 f/ubound   1.1893592889240967     
 calls=       17149 f/ubound   1.1672368881155095     
 calls=       17644 f/ubound   1.2839758870101352     
 calls=       17950 f/ubound   1.3270089117818451     
 calls=       18558 f/ubound   1.2494736519912817     
 calls=       19755 f/ubound   1.9908622830753357     
 calls=       20409 f/ubound   1.3337568321323963     
 calls=       20420 f/ubound   1.3172714469097153     
 calls=       20855 f/ubound   1.0785640842356385     
 calls=       21008 f/ubound   1.0141468171333559     
 calls=       21387 f/ubound   1.3016211003843505     
 calls=       21540 f/ubound   1.2144423377271130     
 calls=       22540 f/ubound   1.6978771322063724     
 calls=       22656 f/ubound   1.3996146858765937     
 calls=       23103 f/ubound   1.1032517784601661     
 calls=       23297 f/ubound   1.2688587336053672     
 calls=       23528 f/ubound   1.9809506867204494     
 calls=       23750 f/ubound   1.4975578521971924     
