 calls=         627 f/ubound   1.5736963372761275     
 calls=         799 f/ubound   1.0369665342353416     
 calls=         873 f/ubound   1.7840290365550864     
 calls=         901 f/ubound   1.1058682447221813     
 calls=        1310 f/ubound   2.3611479655048044     
 calls=        1578 f/ubound   1.5634812292827427     
 calls=        1797 f/ubound   1.0316742596495578     
 calls=        2169 f/ubound   1.8894482169848286     
 calls=        2887 f/ubound   1.2964835188365458     
 calls=        2904 f/ubound   1.6191309840880064     
 calls=        3747 f/ubound   1.2373336967683064     
